"institution","collection","recordsets","recordsetQuery","institution_code","collection_code","collection_uuid","collection_lsid","collection_url","collection_catalog_url","description","descriptionForSpecialists","cataloguedSpecimens","knownToContainTypes","taxonCoverage","geographic_range","collectionExtent","contact","contact_role","contact_email","mailing_address","mailing_city","mailing_state","mailing_zip","physical_address","physical_city","physical_state","physical_zip","UniqueNameUUID","attributionLogoURL","providerManagedID","derivedFrom","sameAs","flags","portalDisplay","lat","lon","count","type"
"University of Georgia, Georgia Museum of Natural History, Department of Plant Biology Herbarium","Herbarium","beab5209-9628-4d4d-851e-2bc9bb1a0105","{""recordset"":""beab5209-9628-4d4d-851e-2bc9bb1a0105""}","GA<IH>","","urn:uuid:93bf7bdd-97b8-4fe7-8cf5-c0a09896126a","urn:lsid:biocol.org:col:15610","http://www.plantbio.uga.edu/about/herbarium","","","",NA,NA,"","","","Wendy B. Zomlefer","","","Plant Biology Department, 2502 Miller Plant Sciences, Carlton Street","Athens","Georgia","30602-7882","2502 Miller Plant Sciences, Carlton Street, Athens","Athens","Georgia","30602-7271","urn:uuid:34fd0447-b11a-4a1f-b864-30c6eb6e28e9","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126660","","",33.9437,-83.378,181478,"plantae"
"University of California Berkeley, The University and Jepson Herbaria","Herbarium","02fceae6-c71c-4db9-8b2f-e235ced6624a, 1bb33d2d-0714-4fc9-968e-b66bab1cf3d3, 35c43eda-1f4a-4713-bb69-e3fbe1bf792f","{""recordset"":[""02fceae6-c71c-4db9-8b2f-e235ced6624a"",""1bb33d2d-0714-4fc9-968e-b66bab1cf3d3"",""35c43eda-1f4a-4713-bb69-e3fbe1bf792f""]}","UC","","urn:uuid:5336cad8-cb1d-4f07-b61e-b42ab9d4f42f","urn:lsid:biocol.org:col:15696","http://ucjeps.berkeley.edu/","http://ucjeps.berkeley.edu/consortium/","","",NA,NA,"","","","Brent Mishler","Curator","ucjeps-collections@berkeley.edu","1001 Valley Life Sciences Building #2465","Berkeley","California","94720-2465","1001 Valley Life Sciences Building #2465","Berkeley","California","94720-2465","urn:uuid:6e341c48-340e-4abc-8fe8-7d71f7fc3d67","","","","","","",37.9018,-122.2885,180925,"plantae"
"University of Idaho, Stillinger Herbarium","Herbarium","0fd6e726-6828-4f62-ba8d-6ec316fe0b52, 2b45c778-b10c-496b-b8cb-1e414da59ccf","{""recordset"":[""0fd6e726-6828-4f62-ba8d-6ec316fe0b52"",""2b45c778-b10c-496b-b8cb-1e414da59ccf""]}","ID<IH>","","urn:uuid:5eab4e32-0d15-4611-a73f-dd3468d09fa5","urn:lsid:biocol.org:col:15674","http://www.uidaho.edu/herbarium.aspx","","","",NA,NA,"","","","David Tank","Director","dtank@uidaho.edu","College of Natural Resources, P. O. Box 441130","Moscow","Idaho","83844-1130","College of Natural Resources, P. O. Box 441130","Moscow","Idaho","83844-1130","urn:uuid:24f9d2d6-dfd5-4d3b-8f6c-37430596debb","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126680","","",46.7301,-117.0148,178157,"plantae"
"University of New Hampshire, Albion R. Hodgdon Herbarium","Herbarium","1da2a87d-4fc7-4233-b127-59cb8d1ca5ee, c6e89321-fc23-4cba-ad79-be3e52edfb6d, 7644703a-ce24-4f7b-b800-66ddf8812f86, 61a1c0ce-8327-4e2a-9766-449751a49b7a","{""recordset"":[""1da2a87d-4fc7-4233-b127-59cb8d1ca5ee"",""c6e89321-fc23-4cba-ad79-be3e52edfb6d"",""7644703a-ce24-4f7b-b800-66ddf8812f86"",""61a1c0ce-8327-4e2a-9766-449751a49b7a""]}","NHA<IH>","","urn:uuid:d9c63f98-6a6b-4c1c-9c1c-936cbc77b7c4","urn:lsid:biocol.org:col:14576","http://www.unh.edu/herbarium/","","worldwide, especially New England, adjacent Canada, Costa Rica, Bolivia","",200000,NA,"","worldwide, especially New England, adjacent Canada, Costa Rica, Bolivia","200000","Janet R. Sullivan","Curator & Collections Manager","janet.sullivan@unh.edu","46 College Rd, Rudman Hall","Durham","New Hampshire","03824-2617","G-69 Spaulding Hall","Durham","New Hampshire","03824-2617","urn:uuid:e6de03f6-62a6-4c74-82fd-360ad883aa25","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126756","","",43.3726,-70.9848,172362,"plantae"
"Duke University Herbarium","Bryophytes","4830ffb8-669a-4717-bec8-2f2374f52120","{""recordset"":""4830ffb8-669a-4717-bec8-2f2374f52120""}","DUKE<IH>","","urn:uuid:53a1dd1d-9748-4a39-8739-224bcce13bb1","","http://herbarium.duke.edu/collections/bryophytes","","","",NA,NA,"","","","Jonathan Shaw","Curator","shaw@duke.edu","Biology Department, Rm 137, BioSci Bldg, Duke Box 90338, 130 Science Drive","Durham","North Carolina","27708","Science Drive, West Campus.","Durham","North Carolina","27708-0338","urn:uuid:c4cd5120-b5ea-4c36-9100-3b1e5483aa93","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124433","","",35.9985,-78.9454,171714,"plantae"
"Utah State University, Intermountain Herbarium","Herbarium","0c15e83e-79ee-4ee3-86e3-e5f98a51dc11, 215eeaf0-0a88-409e-a75d-aec98b7c41eb,b1c7a275-21f6-4b66-895d-d497359b34a1, caaa464d-e290-4761-8550-75edc6d00119","{""recordset"":[""0c15e83e-79ee-4ee3-86e3-e5f98a51dc11"",""215eeaf0-0a88-409e-a75d-aec98b7c41eb"",""b1c7a275-21f6-4b66-895d-d497359b34a1"",""caaa464d-e290-4761-8550-75edc6d00119""]}","UTC<IH>","","urn:uuid:05e1cfea-8ee9-437b-97be-09d8d7c63e82","","http://herbarium.usu.edu/","http://intermountainbiota.org/portal/index.php","","",NA,NA,"","","","Mary Barkworth","Director","stipoid@cc.usu.edu","5305 Old Main Hill","Logan","Utah","84322-5305","5305 Old Main Hill","Logan","Utah","84322-5305","urn:uuid:10ef34e8-6777-4cdd-b973-80218f3b8d65","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126931","","",41.3881,-112.033,170373,"plantae"
"Louisiana State University, Museum of Natural Science","Herbarium","94dd2cee-ed7d-4f98-894f-efafeac92b5b, 40987883-03cf-494a-a5cf-7c77c7aadb79, 8e5fffb5-0b22-472d-8386-de291d17d513, 4523e216-ee13-4b15-a3f7-a6fd56431604","{""recordset"":[""94dd2cee-ed7d-4f98-894f-efafeac92b5b"",""40987883-03cf-494a-a5cf-7c77c7aadb79"",""8e5fffb5-0b22-472d-8386-de291d17d513"",""4523e216-ee13-4b15-a3f7-a6fd56431604""]}","LSU","","urn:uuid:0e9bde1f-90e0-49eb-9ff3-476692345438","","http://www.herbarium.lsu.edu","http://data.cyberfloralouisiana.com/lsu/","","",NA,NA,"","","","Lowell E. Urbatsch","Director","leu@lsu.edu","Life Science Annex Building, Room A257","Baton Rouge","Louisiana","70803-1705","","Baton Rouge","Louisiana","","urn:uuid:ecfba5c5-0fb4-4f5d-93bc-990238b33589","","","","","","",30.1591,-92.1762,168871,"plantae"
"University of Florida, Florida Museum of Natural History","Herbarium","1f2b44b8-8556-4d6e-8247-4611689551cf, b5e5c781-765f-4981-af2a-c19c250e2cf0, fccc3c1d-d9df-4ffd-b7e1-1b9eb11f95b1, 781fd581-7b93-471e-a025-413e4bcd8491, e85a9948-9c9e-451d-9485-b2b4cb7b73d5","{""recordset"":[""1f2b44b8-8556-4d6e-8247-4611689551cf"",""b5e5c781-765f-4981-af2a-c19c250e2cf0"",""fccc3c1d-d9df-4ffd-b7e1-1b9eb11f95b1"",""781fd581-7b93-471e-a025-413e4bcd8491"",""e85a9948-9c9e-451d-9485-b2b4cb7b73d5""]}","FLAS<IH>","","urn:uuid:cb065899-811c-4884-9fc7-a2935216aae6","","http://www.flmnh.ufl.edu/herbarium/","http://www.flmnh.ufl.edu/herbarium/herbdatabases.htm","Ericaceae, Melastomataceae, Orchidaceae and Poaceae; cultivated plants. Vascular plants: Florida, southeastern U.S. coastal plain, West Indies and the Neotropics. Bryophytes and Lichens: North American and the Neotropics, especially Costa Rica, Venezuela, and Brazil. Fungi: Florida. Algae: Florida and southeastern U.S. Wood collection: worldwide, especially tropical.","",500000,NA,"Ericaceae, Melastomataceae, Orchidaceae and Poaceae; cultivated plants.","Vascular plants: Florida, southeastern U.S. coastal plain, West Indies and the Neotropics. Bryophytes and Lichens: North American and the Neotropics, especially Costa Rica, Venezuela, and Brazil. Fungi: Florida. Algae: Florida and southeastern U.S. Wood collection: worldwide, especially tropical.","500000","Kent Perkins","Collections Manager","herb@flmnh.ufl.edu","University of Florida Herbarium, Florida Museum of Natural History, 379 Dickinson Hall, 1659 Museum Road","Gainesville","Florida","32611-0575","University of Florida Herbarium, Florida Museum of Natural History, 379 Dickinson Hall, 1659 Museum Road","Gainesville","Florida","32611-0575","urn:uuid:7d736005-0375-4b30-8724-555fa4ed1b46","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124528","","",29.6449,-82.3446,161295,"plantae"
"University of Texas at Austin, Plant Resource Center","Herbarium","6cc31636-c3e5-4887-bbee-2e56621771c4","{""recordset"":""6cc31636-c3e5-4887-bbee-2e56621771c4""}","TEX<IH>","","urn:uuid:820454f7-dd42-4cf8-8f47-36eedd62d312","urn:lsid:biocol.org:col:15684","http://www.biosci.utexas.edu/prc/","","","",NA,NA,"","","","Tom Wendt","Curator","twendt@mail.utexas.edu","Plant Resources Center, Main Building, Room 127, 110 Inner Campus Dr. Stop F0404","Austin","Texas","78712-1711","127 Main Building.","Austin","Texas","78712-1711","urn:uuid:59ac3cdc-5938-49b0-9429-2cb1e80d22b6","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126843","","",30.2045,-97.8098,159080,"plantae"
"Harvard University, The Gray Herbarium","Herbarium","7450a9e3-ef95-4f9e-8260-09b498d2c5e6","{""recordset"":[""7450a9e3-ef95-4f9e-8260-09b498d2c5e6""],""collectioncode"":[""GH""]}","Harvard University","GH","urn:uuid:c920d125-4135-4fe1-8358-a3f54cbccda7","","http://www.huh.harvard.edu/collections/gray.html","http://kiki.huh.harvard.edu/databases/specimen_index.html","North America, Mexico, West Indies","",2000000,NA,"","North America, Mexico, West Indies","2000000","Charles Davis","Curator","cdavis@oeb.harvard.edu","22 Divinity Ave.","Cambridge","Massachussetts","02138-0000","22 Divinity Ave.","Cambridge","Massachussetts","02138-0000","urn:uuid:ff15a920-4641-4fc6-ab56-d39d3b5112d3","","","","","","",42.3781,-71.1178,152602,"plantae"
"University of Tennessee Herbarium","Fungi","04d9b721-259c-4d6b-b48f-2e23edf66c9f, e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb","{""recordset"":[""04d9b721-259c-4d6b-b48f-2e23edf66c9f"",""e881a3e2-f7ba-43c8-ae9a-11fcbfd741bb""]}","TENN","TENN","urn:uuid:7603eff0-6a80-4ae4-b5e3-eaf4226c348f","","http://tenn.bio.utk.edu/fungus/fungus.shtml","","Fleshy fungi, especially Agaricales. Primary collections: southern Appalachian Mountains; L.R. Hesler historical collections. Strong secondary collections: Inocybaceae, China, Russia, New Zealand.","",70000,NA,"Fleshy fungi, especially Agaricales.","Primary collections: southern Appalachian Mountains; L.R. Hesler historical collections. Strong secondary collections: Inocybaceae, China, Russia, New Zealand.","70000","Ronald H. Petersen","Curator of Fungi","repete@utk.edu","Department of Ecology and Evolutionary Biology, 442 Hesler Biology Bldg.","Knoxville","Tennessee","37996-1100","Temple Hall, Department of Ecology and Evolutionary Biology, University of Tennessee, Knoxville","Knoxville","Tennessee","37996-1100","urn:uuid:cfdc5053-b1cd-47ae-ba19-8a3c35d1f82b","","","","","","",36.1041,-83.9406,136459,"plantae"
"Duke University Herbarium","Vascular Plants","6258d160-a7aa-4937-bce3-3538eebd374f","{""recordset"":""6258d160-a7aa-4937-bce3-3538eebd374f""}","DUKE<IH>","","urn:uuid:d7ef3ba8-04f3-4d2b-9983-e670fa239190","","http://herbarium.duke.edu/collections/vasculars","","Emphasis on grasses, sedges, legumes, mustards and ferns Emphasis on southeastern United States and Central America","",400000,NA,"Emphasis on grasses, sedges, legumes, mustards and ferns","Emphasis on southeastern United States and Central America","400000","Michael Windham","Curator","mdw26@duke.edu","Biology Department, Rm 137, BioSci Bldg, Duke Box 90338, 130 Science Drive","Durham","North Carolina","27708","Science Drive, West Campus.","Durham","North Carolina","27708-0338","urn:uuid:c4cd5120-b5ea-4c36-9100-3b1e5483aa93","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=124433","","",35.9985,-78.9454,134273,"plantae"
"University of Utah, Natural History Museum of Utah, Garrett Herbarium","Herbarium","2c00c297-9ebd-498a-b701-d3ebde4b49f3","{""recordset"":""2c00c297-9ebd-498a-b701-d3ebde4b49f3""}","UT<IH>","","urn:uuid:149031dc-23de-4252-a175-6eb87b490158","urn:lsid:biocol.org:col:15630","http://nhmu.utah.edu/botany","","","",NA,NA,"","","","Mitchell J. Power","Curator","mpower@nhmu.utah.edu","Utah Museum of Natural History, 301 Wakara Way","Salt Lake City","Utah","84108-1214","301 Wakara Way","Salt Lake City","Utah","84108-1214","urn:uuid:26f00cec-b7d6-4676-8e37-0b189db7636e","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126878","","",40.7615,-111.8266,133326,"plantae"
"University of California Davis, Center for Plant Diversity","Herbarium","b9ab58cf-785e-44a7-a873-1966e14a6715, 994b60a2-88f1-49ec-a6da-27d56dfa6f16","{""recordset"":[""b9ab58cf-785e-44a7-a873-1966e14a6715"",""994b60a2-88f1-49ec-a6da-27d56dfa6f16""]}","DAV<IH>","","urn:uuid:9b8fa527-389e-40f0-917b-596a45748891","urn:lsid:biocol.org:col:15607","http://herbarium.ucdavis.edu","","","",NA,NA,"","","","Ellen Dean","Curator","eadean@ucdavis.edu","Plant Sciences MS#7, One Shields Avenue, One Shields Avenue","Davis","California","95616-8780","1026 Laboratory Sciences Building, 1026 Sciences Laboratory Building, UC Davis Campus","Davis","California","95616-8780","urn:uuid:394ae31d-566e-4abd-876f-c4335457545c","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126621","","",38.5523,-121.7575,131137,"plantae"
"University of New Mexico, Museum of Southwestern Biology","Herbarium","96662fa9-ff60-495b-912a-284f3b98ed72","{""recordset"":""96662fa9-ff60-495b-912a-284f3b98ed72""}","UNM<IH>","","urn:uuid:035abfab-8a24-4287-87d8-51793854a744","urn:lsid:biocol.org:col:15401","http://msb.unm.edu/herbarium/index.html","http://swbiodiversity.unm.edu/","The UNM Herbarium has particularly large holdings of Asteraceae and Cactaceae. American Southwest with emphasis on New Mexico.","",130000,NA,"The UNM Herbarium has particularly large holdings of Asteraceae and Cactaceae.","American Southwest with emphasis on New Mexico.","130000","Timothy K. Lowrey","Curator","tlowrey@unm.edu","Museum of Southwestern Biology, MSC03 2020, University of New Mexico","Albuquerque","New Mexico","87131-0001","Museum of Southwestern Biology, MSC03 2020, University of New Mexico","Albuquerque","New Mexico","87131-0001","urn:uuid:83441270-bc50-4e1d-9eb9-42d4e3255bf4","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126757","","",35.0832,-106.6218,126429,"plantae"
"University of Illinois","Herbarium","e0e37702-32af-405b-b652-ee54b5bb94e2, ef637c01-c551-4d47-8a48-4442b8ad5ecd, aced32f9-e511-48c7-8e9e-b625777bdf7f, 09a3fcf2-55a1-488f-aa42-f103bdce0536","{""recordset"":[""e0e37702-32af-405b-b652-ee54b5bb94e2"",""ef637c01-c551-4d47-8a48-4442b8ad5ecd"",""aced32f9-e511-48c7-8e9e-b625777bdf7f"",""09a3fcf2-55a1-488f-aa42-f103bdce0536""]}","ILL<IH>","","urn:uuid:37d33345-d3ce-472d-80d4-248282590b0d","http://biocol.org/urn:lsid:biocol.org:col:15529","","","Numerous types of Piperaceae, Quercus, and Phoradendron. Collection of 23,500 Pennsylvania coal balls (vascular plants) and 4000 plant compressions (Paleozoic algae and vascular plants).","",NA,NA,"Numerous types of Piperaceae, Quercus, and Phoradendron. Collection of 23,500 Pennsylvania coal balls (vascular plants) and 4000 plant compressions (Paleozoic algae and vascular plants).","","","Andrew Miller","Curator","amiller7@illinois.edu","1816 South Oak Street, MC 652","Champaign","Illinois","61820","1816 South Oak Street, MC 652","Champaign","Illinois","61820","urn:uuid:d0689818-af23-4395-8251-82df8f68b028","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=126684","","",40.132,-88.2332,122047,"plantae"
"University of Kansas, Biodiversity Institute and Natural History Museum","Paleobotany","b1f0612a-bc21-424f-b9c1-3bba69ad4f54","{""recordset"":""b1f0612a-bc21-424f-b9c1-3bba69ad4f54""}","KU","KUPB","urn:uuid:3a791e1f-68a9-41d1-954e-8b7f0ea99ce5","http://grbio.org/cool/iakn-125z","https://biodiversity.ku.edu/paleobotany","http://collections.biodiversity.ku.edu/KUPaleoBot/","The paleobotany collections, including several “orphaned” collections, is comprised of compression, impression, petrified, and permineralized specimens from Precambrian to Pleistocene stratigraphic horizons and from various localities around the world. The focus of the collection is currently on Permian, Triassic, and Jurassic fossils from Antarctica (Antarctic Collection), the largest collection of Antarctic fossil plants in the world. Additional material includes Pennsylvanian, Permian, and Cretaceous compression-impression specimens from several localities in eastern and central Kansas and coal balls from the Midcontinent, USA. The Division of Paleobotany was instituted in 1995 when Edith L. Taylor and Thomas N. Taylor moved to the University of Kansas, bringing their extensive collection of fossil plants with them. The Taylor Collection and the Baxter Collection of mostly Kansas coal balls formed the core of the KU Paleobotany collection, but we have acquired other so-called orphaned collections, including portions of the collections of Ted Delevoryas (Triassic of North Carolina; Jurassic of Mexico), Lawrence C. Matten (Devonian of Ireland), Gar W. Rothwell (early seed plants) and Gene Mapes (Pennsylvanian of Kansas, Oklahoma and Texas).","The anatomy, morphology and reproductive biology of fossil plants including their interactions with other organisms (e.g., plant-animal and plant-microbe) from floras around the world ranging from Early Devonian (407 Ma) to the Eocene (40 Ma). Paleobotany scientists also investigate fungi and fungal-like organisms throughout geologic time.",400000,NA,"","","","Rudolph Serbet","Collection Manager","","Natural History Museum, 1345 Jayhawk Boulevard","Lawrence","Kansas","66045","Natural History Museum, 1345 Jayhawk Boulevard","Lawrence","Kansas","66045","","","","","","","",38.9574,-95.2459,117925,"plantae"
"Field Museum of Natural History","Bryophytes","ccd17772-d220-4088-8fa3-df3729f14df4","{""recordset"":""ccd17772-d220-4088-8fa3-df3729f14df4""}","F","Botany","urn:uuid:36e6b02e-e2ce-443a-81f4-e2d14595ac74","","http://fieldmuseum.org/explore/department/botany/bryophytes","http://emuweb.fieldmuseum.org/botany/search_bryo.php","Central and South America, temperate Australasian, North America, Europe","",NA,TRUE,"","Central and South America, temperate Australasian, North America, Europe","","Matt von Konrat","Collections Manager & Adjunct Curator","mvonkonrat@fieldmuseum.org","1400 S Lake Shore Drive","Chicago","Illinois","60605-2496","1400 S Lake Shore Drive","Chicago","Illinois","60605-2496","urn:uuid:ea4f0640-ef20-40aa-b359-166f07c7492a","","","","","","",41.8691,-87.6176,115932,"plantae"
"Harvard University, Arnold Arboretum of Harvard University","Herbarium","7450a9e3-ef95-4f9e-8260-09b498d2c5e6","{""recordset"":[""7450a9e3-ef95-4f9e-8260-09b498d2c5e6""],""collectioncode"":[""A""]}","Harvard University","A","urn:uuid:848bf79e-666f-453c-9c95-f5c397f8fa1d","","http://www.huh.harvard.edu/collections/arboretum.html","http://asaweb.huh.harvard.edu:8080/databases/specimen_index.html","Indo-Malesia, China, southeastern Asia","",1307084,NA,"","Indo-Malesia, China, southeastern Asia","1307084","Charles Davis","Curator","cdavis@oeb.harvard.edu","22 Divinity Ave.","Cambridge","Massachussetts","02138-0000","22 Divinity Ave.","Cambridge","Massachussetts","02138-0000","urn:uuid:ff15a920-4641-4fc6-ab56-d39d3b5112d3","","","","","","",42.3781,-71.1178,114646,"plantae"
"North Carolina State University","Herbarium","aca26f37-3ec8-4e9e-b927-50b4944a0096","{""recordset"":""aca26f37-3ec8-4e9e-b927-50b4944a0096""}","NCSC<IH>","NCSU","urn:uuid:2830968f-ca8f-4513-a8ac-1eca5f89734a","urn:lsid:biocol.org:col:15712","http://www.cals.ncsu.edu/plantbiology/ncsc/index.htm","","","",NA,NA,"","","","Alexander Krings","Director","Alexander_Krings@ncsu.edu","Botany Department, Campus Box 7612","Raleigh","North Carolina","27695-7612","3207 Gardner Hall.","Raleigh","North Carolina","27695-7612","urn:uuid:23030052-371b-49e7-a58e-9c7dcad73747","","","","http://sweetgum.nybg.org/science/ih/herbarium_details.php?irn=125541","","",35.8005,-78.6665,107686,"plantae"
